snapshot_timestamp,snapshot_date,snapshot_time,snapshot_hour,snapshot_minute,video_id,video_title,published_at,published_date,published_hour,hours_since_published,days_since_published,current_views,current_likes,current_comments,views_per_hour,views_per_day,duration,url,engagement_rate,like_rate,comment_rate,momentum_score,engagement_per_hour
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,Qq4TGFTyJlw,Fake VS REAL Sonic!!,2025-07-13T13:00:49+00:00,,13,98.78,4.1,19011,431,5,192.46,,11:34,https://www.youtube.com/watch?v=Qq4TGFTyJlw,2.29,2.27,0.03,37.62,4.41
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,S70RmJeQQ8Q,REACTING To If Sonic.EXE Was Actually Human!,2025-07-17T13:00:51+00:00,,13,2.78,0.1,432,32,3,155.45,,8:21,https://www.youtube.com/watch?v=S70RmJeQQ8Q,8.1,7.41,0.69,139.32,12.59
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,SBZgodX_2xU,Sonic and Shadow VS BIG and Tiny Earths!!,2025-07-05T13:00:52+00:00,,13,290.78,12.1,7532,170,5,25.9,,8:22,https://www.youtube.com/watch?v=SBZgodX_2xU,2.32,2.26,0.07,1.97,0.6
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,SKJpIJWZdDE,Shadow Slaps Italian Brainrot Tung Tung Tung Sahur To The Moon!,2025-06-01T21:08:12+00:00,,21,1098.66,45.8,10204,566,10,9.29,,0:23,https://www.youtube.com/watch?v=SKJpIJWZdDE,5.64,5.55,0.1,0.2,0.52
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,WC9C4uqgnak,Hyper Sonic Vs Dark Shadow!!,2025-06-19T12:53:07+00:00,,12,674.91,28.1,77344,1877,26,114.6,,9:10,https://www.youtube.com/watch?v=WC9C4uqgnak,2.46,2.43,0.03,3.94,2.82
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,WzJdcB1xw7Y,Sonic Prime Stunts In REAL Life!!,2025-07-16T13:01:04+00:00,,13,26.78,1.1,2664,105,8,99.49,,8:46,https://www.youtube.com/watch?v=WzJdcB1xw7Y,4.24,3.94,0.3,47.03,4.22
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,XaI0rDckzDU,Sonic VS Shadow Power Levels,2025-06-22T11:00:59+00:00,,11,604.78,25.2,12822,434,11,21.2,,9:04,https://www.youtube.com/watch?v=XaI0rDckzDU,3.47,3.38,0.09,0.81,0.74
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,_Sme5_9u_sk,Fleetway Super Sonic Vs Sonic EXE!!,2025-06-17T15:01:01+00:00,,15,720.78,30.0,48139,898,12,66.79,,8:22,https://www.youtube.com/watch?v=_Sme5_9u_sk,1.89,1.87,0.02,2.15,1.26
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,anmx1EF2M1k,Sonic Gets TURNED Into ORBEEZ!!,2025-07-01T13:00:08+00:00,,13,386.79,16.1,21111,224,3,54.58,,8:38,https://www.youtube.com/watch?v=anmx1EF2M1k,1.08,1.06,0.01,3.19,0.59
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,d9BWLZ5PuXg,Hyper Sonic and Super Eggman TEAM UP To Save The World!!,2025-07-05T18:57:20+00:00,,18,284.84,11.9,10077,381,6,35.38,,10:37,https://www.youtube.com/watch?v=d9BWLZ5PuXg,3.84,3.78,0.06,2.75,1.36
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,dLkWKcSfcss,Sonic Stunts IN REAL LIFE!!,2025-06-18T15:01:07+00:00,,15,696.77,29.0,85287,2276,18,122.4,,8:36,https://www.youtube.com/watch?v=dLkWKcSfcss,2.69,2.67,0.02,4.08,3.29
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,foBO_kChpqM,REACTING To Spongebob Vs GIANT Shredder!!,2025-07-15T13:01:21+00:00,,13,50.77,2.1,4196,78,7,82.65,,11:27,https://www.youtube.com/watch?v=foBO_kChpqM,2.03,1.86,0.17,26.53,1.67
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,i-JVwYZU6Uc,Sonic Becomes EVERY Italian Brainrot  Character!!,2025-06-29T11:46:00+00:00,,11,436.03,18.2,3832,108,4,8.79,,8:02,https://www.youtube.com/watch?v=i-JVwYZU6Uc,2.92,2.82,0.1,0.46,0.26
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,iynCh82AFX4,Super Sonic.EXE VS Dark Sonic!!,2025-06-16T15:01:13+00:00,,15,744.77,31.0,94670,2315,52,127.11,,9:38,https://www.youtube.com/watch?v=iynCh82AFX4,2.5,2.45,0.05,3.97,3.18
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,mQdl6CwSebs,Sonic and Shadow Watch Sonic The Hedgehog 4 Concept Trailers!!,2025-06-23T12:01:32+00:00,,12,579.77,24.2,14524,466,10,25.05,,8:23,https://www.youtube.com/watch?v=mQdl6CwSebs,3.28,3.21,0.07,1.0,0.82
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,rqOkCBNwh1E,Sonic and Shadow Vs Metallix!!,2025-07-12T13:01:37+00:00,,13,122.77,5.1,9628,367,15,78.43,,10:47,https://www.youtube.com/watch?v=rqOkCBNwh1E,3.97,3.81,0.16,12.82,3.11
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,uwAXhA2Nq9Y,101 Ways To Kill Sonic!!,2025-07-10T13:01:54+00:00,,13,170.76,7.1,12100,256,7,70.86,,12:15,https://www.youtube.com/watch?v=uwAXhA2Nq9Y,2.17,2.12,0.06,8.73,1.54
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,wmlDKtE93_0,The Most SATISFYING Sonic and Shadow Pancake Art!!,2025-06-28T21:33:02+00:00,,21,450.24,18.8,26263,432,56,58.33,,8:02,https://www.youtube.com/watch?v=wmlDKtE93_0,1.86,1.64,0.21,2.95,1.08
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,xXqlfaa5Faw,Dark Sonic VS The World!!,2025-06-20T11:01:58+00:00,,11,652.76,27.2,110040,2947,47,168.58,,9:40,https://www.youtube.com/watch?v=xXqlfaa5Faw,2.72,2.68,0.04,5.98,4.59
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,y3e-5RDvA78,"Italian Brainrot Vs 9,874,895 Feet Fall!!",2025-07-08T21:27:11+00:00,,21,210.34,8.8,6853,145,3,32.58,,8:07,https://www.youtube.com/watch?v=y3e-5RDvA78,2.16,2.12,0.04,3.34,0.7
2025-07-17T08:47:35.342871,2025-07-17,08:47:35,8,,yp9F9p2NWIk,GIANT Sonic Vs GIANT Pacman Shredder!!,2025-06-24T12:25:05+00:00,,12,555.38,23.1,12762,224,9,22.98,,8:16,https://www.youtube.com/watch?v=yp9F9p2NWIk,1.83,1.76,0.07,0.95,0.42
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,1oYaNQV7100,Sonic and Shadow Race EVERYONE!!,2025-07-04T13:00:06+00:00,,13,315.08,13.1,13296,249,2,42.2,,8:21,https://www.youtube.com/watch?v=1oYaNQV7100,1.89,1.87,0.02,2.99,0.8
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,1rPQFtnG-h4,Sonic Destroys Tung Tung Tung Sahur!,2025-05-31T21:06:36+00:00,,21,1122.97,46.8,17709,1149,17,15.77,,0:21,https://www.youtube.com/watch?v=1rPQFtnG-h4,6.58,6.49,0.1,0.33,1.04
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,2kvBq8C4468,The MOST Satisfying Sonic and Shadow Magnet Art!!,2025-07-02T13:00:10+00:00,,13,363.08,15.1,39910,674,6,109.92,,8:26,https://www.youtube.com/watch?v=2kvBq8C4468,1.7,1.69,0.02,6.82,1.87
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,2xA0-4z2v90,Super Sonic vs EVERY Sonic Form!!,2025-07-03T13:00:13+00:00,,13,339.08,14.1,14735,552,14,43.46,,9:17,https://www.youtube.com/watch?v=2xA0-4z2v90,3.84,3.75,0.1,2.87,1.67
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,4GZdgEnUP68,Baby Sonic Throws Up a Rainbow At School!!,2025-07-11T13:00:09+00:00,,13,147.08,6.1,56097,688,6,381.41,,10:37,https://www.youtube.com/watch?v=4GZdgEnUP68,1.24,1.23,0.01,53.51,4.72
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,6yi4LgFbb68,Super Sonic VS Super Mario!!,2025-07-09T13:00:12+00:00,,13,195.08,8.1,9487,297,19,48.63,,13:42,https://www.youtube.com/watch?v=6yi4LgFbb68,3.33,3.13,0.2,5.33,1.62
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,7dA0zPQZkH4,Shadow Gets Turned Into ORBEEZ!!,2025-07-14T13:00:13+00:00,,13,75.08,3.1,10583,190,7,140.96,,10:15,https://www.youtube.com/watch?v=7dA0zPQZkH4,1.86,1.8,0.07,34.15,2.62
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,Brec5YyDhTs,Sonic Has a Crush on FAT Amy Rose!!,2025-07-08T13:00:24+00:00,,13,219.07,9.1,16619,328,6,75.86,,8:07,https://www.youtube.com/watch?v=Brec5YyDhTs,2.01,1.97,0.04,7.49,1.52
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,EvMC3_AitQU,Amy Rose X Metal Sonic!?🤯,2025-06-30T12:30:30+00:00,,12,411.57,17.1,3830,130,9,9.31,,8:08,https://www.youtube.com/watch?v=EvMC3_AitQU,3.63,3.39,0.23,0.51,0.34
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,EwVLhz0SP3E,Dark Super Sonic Vs Sonic EXE The Race!!,2025-06-27T14:46:23+00:00,,14,481.31,20.1,15350,392,6,31.89,,10:25,https://www.youtube.com/watch?v=EwVLhz0SP3E,2.59,2.55,0.04,1.51,0.83
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,GPw1aO25fWk,"Sonic and Shadow Vs 9,918,125 Feet Fall!",2025-07-07T13:00:28+00:00,,13,243.07,10.1,20641,448,5,84.92,,8:42,https://www.youtube.com/watch?v=GPw1aO25fWk,2.19,2.17,0.02,7.63,1.86
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,Hq9V0AIlY1U,Shin Sonic VS Sprunki!!,2025-06-25T13:00:35+00:00,,13,531.07,22.1,4675,125,5,8.8,,8:02,https://www.youtube.com/watch?v=Hq9V0AIlY1U,2.78,2.67,0.11,0.38,0.24
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,JLfzONH8qyI,Sonic and Shadow Vs Giant Shredder!!,2025-06-21T11:00:38+00:00,,11,629.07,26.2,75839,1381,11,120.56,,9:27,https://www.youtube.com/watch?v=JLfzONH8qyI,1.84,1.82,0.01,4.43,2.21
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,L-jQO6mUlvU,REACTING To Sonic in First Person!!,2025-07-07T19:13:25+00:00,,19,236.86,9.9,8598,324,26,36.3,,8:02,https://www.youtube.com/watch?v=L-jQO6mUlvU,4.07,3.77,0.3,3.34,1.48
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,NWCHt0jCGCM,Hyper Sonic VS Ultra Instinct Goku!!,2025-06-28T11:30:17+00:00,,11,460.58,19.2,7021,236,6,15.24,,8:34,https://www.youtube.com/watch?v=NWCHt0jCGCM,3.45,3.36,0.09,0.76,0.53
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,Oe_TfY7GtiI,Sonic In Real Life!!,2025-07-10T19:00:24+00:00,,19,165.07,6.9,6095,229,6,36.92,,14:16,https://www.youtube.com/watch?v=Oe_TfY7GtiI,3.86,3.76,0.1,4.69,1.42
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,QRsjivVDIXs,Baby Sonic Gets Sick at School!,2025-07-06T13:00:58+00:00,,13,267.06,11.1,160991,2446,22,602.82,,10:22,https://www.youtube.com/watch?v=QRsjivVDIXs,1.53,1.52,0.01,49.71,9.24
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,Qq4TGFTyJlw,Fake VS REAL Sonic!!,2025-07-13T13:00:49+00:00,,13,99.07,4.1,19016,431,5,191.95,,11:34,https://www.youtube.com/watch?v=Qq4TGFTyJlw,2.29,2.27,0.03,37.43,4.4
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,S70RmJeQQ8Q,REACTING To If Sonic.EXE Was Actually Human!,2025-07-17T13:00:51+00:00,,13,3.07,0.1,491,36,3,160.14,,8:21,https://www.youtube.com/watch?v=S70RmJeQQ8Q,7.94,7.33,0.61,142.0,12.72
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,SBZgodX_2xU,Sonic and Shadow VS BIG and Tiny Earths!!,2025-07-05T13:00:52+00:00,,13,291.07,12.1,7532,170,5,25.88,,8:22,https://www.youtube.com/watch?v=SBZgodX_2xU,2.32,2.26,0.07,1.97,0.6
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,SKJpIJWZdDE,Shadow Slaps Italian Brainrot Tung Tung Tung Sahur To The Moon!,2025-06-01T21:08:12+00:00,,21,1098.94,45.8,10204,566,10,9.29,,0:23,https://www.youtube.com/watch?v=SKJpIJWZdDE,5.64,5.55,0.1,0.2,0.52
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,WC9C4uqgnak,Hyper Sonic Vs Dark Shadow!!,2025-06-19T12:53:07+00:00,,12,675.19,28.1,77347,1879,26,114.56,,9:10,https://www.youtube.com/watch?v=WC9C4uqgnak,2.46,2.43,0.03,3.93,2.82
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,WzJdcB1xw7Y,Sonic Prime Stunts In REAL Life!!,2025-07-16T13:01:04+00:00,,13,27.06,1.1,2669,105,8,98.62,,8:46,https://www.youtube.com/watch?v=WzJdcB1xw7Y,4.23,3.93,0.3,46.35,4.18
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,XaI0rDckzDU,Sonic VS Shadow Power Levels,2025-06-22T11:00:59+00:00,,11,605.06,25.2,12822,434,11,21.19,,9:04,https://www.youtube.com/watch?v=XaI0rDckzDU,3.47,3.38,0.09,0.81,0.74
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,_Sme5_9u_sk,Fleetway Super Sonic Vs Sonic EXE!!,2025-06-17T15:01:01+00:00,,15,721.06,30.0,48139,898,12,66.76,,8:22,https://www.youtube.com/watch?v=_Sme5_9u_sk,1.89,1.87,0.02,2.15,1.26
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,anmx1EF2M1k,Sonic Gets TURNED Into ORBEEZ!!,2025-07-01T13:00:08+00:00,,13,387.08,16.1,21111,224,3,54.54,,8:38,https://www.youtube.com/watch?v=anmx1EF2M1k,1.08,1.06,0.01,3.18,0.59
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,d9BWLZ5PuXg,Hyper Sonic and Super Eggman TEAM UP To Save The World!!,2025-07-05T18:57:20+00:00,,18,285.12,11.9,10077,381,6,35.34,,10:37,https://www.youtube.com/watch?v=d9BWLZ5PuXg,3.84,3.78,0.06,2.74,1.36
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,dLkWKcSfcss,Sonic Stunts IN REAL LIFE!!,2025-06-18T15:01:07+00:00,,15,697.06,29.0,85287,2276,18,122.35,,8:36,https://www.youtube.com/watch?v=dLkWKcSfcss,2.69,2.67,0.02,4.07,3.29
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,foBO_kChpqM,REACTING To Spongebob Vs GIANT Shredder!!,2025-07-15T13:01:21+00:00,,13,51.06,2.1,4196,78,7,82.18,,11:27,https://www.youtube.com/watch?v=foBO_kChpqM,2.03,1.86,0.17,26.28,1.66
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,i-JVwYZU6Uc,Sonic Becomes EVERY Italian Brainrot  Character!!,2025-06-29T11:46:00+00:00,,11,436.31,18.2,3832,108,4,8.78,,8:02,https://www.youtube.com/watch?v=i-JVwYZU6Uc,2.92,2.82,0.1,0.46,0.26
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,iynCh82AFX4,Super Sonic.EXE VS Dark Sonic!!,2025-06-16T15:01:13+00:00,,15,745.06,31.0,94676,2315,52,127.07,,9:38,https://www.youtube.com/watch?v=iynCh82AFX4,2.5,2.45,0.05,3.97,3.18
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,mQdl6CwSebs,Sonic and Shadow Watch Sonic The Hedgehog 4 Concept Trailers!!,2025-06-23T12:01:32+00:00,,12,580.05,24.2,14524,466,10,25.04,,8:23,https://www.youtube.com/watch?v=mQdl6CwSebs,3.28,3.21,0.07,0.99,0.82
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,rqOkCBNwh1E,Sonic and Shadow Vs Metallix!!,2025-07-12T13:01:37+00:00,,13,123.05,5.1,9629,368,15,78.25,,10:47,https://www.youtube.com/watch?v=rqOkCBNwh1E,3.98,3.82,0.16,12.77,3.11
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,uwAXhA2Nq9Y,101 Ways To Kill Sonic!!,2025-07-10T13:01:54+00:00,,13,171.05,7.1,12100,256,7,70.74,,12:15,https://www.youtube.com/watch?v=uwAXhA2Nq9Y,2.17,2.12,0.06,8.7,1.54
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,wmlDKtE93_0,The Most SATISFYING Sonic and Shadow Pancake Art!!,2025-06-28T21:33:02+00:00,,21,450.53,18.8,26263,432,56,58.29,,8:02,https://www.youtube.com/watch?v=wmlDKtE93_0,1.86,1.64,0.21,2.95,1.08
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,xXqlfaa5Faw,Dark Sonic VS The World!!,2025-06-20T11:01:58+00:00,,11,653.05,27.2,110043,2947,47,168.51,,9:40,https://www.youtube.com/watch?v=xXqlfaa5Faw,2.72,2.68,0.04,5.97,4.58
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,y3e-5RDvA78,"Italian Brainrot Vs 9,874,895 Feet Fall!!",2025-07-08T21:27:11+00:00,,21,210.63,8.8,6853,145,3,32.54,,8:07,https://www.youtube.com/watch?v=y3e-5RDvA78,2.16,2.12,0.04,3.33,0.7
2025-07-17T09:04:49.071334,2025-07-17,09:04:49,9,,yp9F9p2NWIk,GIANT Sonic Vs GIANT Pacman Shredder!!,2025-06-24T12:25:05+00:00,,12,555.66,23.2,12762,224,9,22.97,,8:16,https://www.youtube.com/watch?v=yp9F9p2NWIk,1.83,1.76,0.07,0.95,0.42
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,0FgVkrBOVaY,"Baby Sonic, Shadow, and Amy Get Really Sick at School!!",2025-07-23T13:00:03+00:00,,13,32.39,1.3,20914,326,6,645.66,,8:31,https://www.youtube.com/watch?v=0FgVkrBOVaY,1.59,1.56,0.03,274.79,10.25
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,1jQi7c5juKg,Sonic Gets TURNED Into Slime!!,2025-07-22T13:00:03+00:00,,13,56.39,2.3,7215,147,3,127.94,,8:42,https://www.youtube.com/watch?v=1jQi7c5juKg,2.08,2.04,0.04,38.2,2.66
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,1oYaNQV7100,Sonic and Shadow Race EVERYONE!!,2025-07-04T13:00:06+00:00,,13,488.39,20.3,14642,268,2,29.98,,8:21,https://www.youtube.com/watch?v=1oYaNQV7100,1.84,1.83,0.01,1.4,0.55
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,1rPQFtnG-h4,Sonic Destroys Tung Tung Tung Sahur!,2025-05-31T21:06:36+00:00,,21,1296.28,54.0,18621,1191,17,14.36,,0:21,https://www.youtube.com/watch?v=1rPQFtnG-h4,6.49,6.4,0.09,0.26,0.93
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,2kvBq8C4468,The MOST Satisfying Sonic and Shadow Magnet Art!!,2025-07-02T13:00:10+00:00,,13,536.39,22.3,53646,843,7,100.01,,8:26,https://www.youtube.com/watch?v=2kvBq8C4468,1.58,1.57,0.01,4.28,1.58
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,2xA0-4z2v90,Super Sonic vs EVERY Sonic Form!!,2025-07-03T13:00:13+00:00,,13,512.39,21.3,15956,591,14,31.14,,9:17,https://www.youtube.com/watch?v=2xA0-4z2v90,3.79,3.7,0.09,1.39,1.18
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,4GZdgEnUP68,Baby Sonic Throws Up a Rainbow At School!!,2025-07-11T13:00:09+00:00,,13,320.39,13.3,84304,869,10,263.13,,10:37,https://www.youtube.com/watch?v=4GZdgEnUP68,1.04,1.03,0.01,18.34,2.74
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,6yi4LgFbb68,Super Sonic VS Super Mario!!,2025-07-09T13:00:12+00:00,,13,368.39,15.3,10672,326,22,28.97,,13:42,https://www.youtube.com/watch?v=6yi4LgFbb68,3.26,3.05,0.21,1.77,0.94
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,7dA0zPQZkH4,Shadow Gets Turned Into ORBEEZ!!,2025-07-14T13:00:13+00:00,,13,248.39,10.3,15551,267,7,62.61,,10:15,https://www.youtube.com/watch?v=7dA0zPQZkH4,1.76,1.72,0.05,5.52,1.1
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,9Uf6IJWe7hc,Shin Sonic Is Dying!,2025-07-19T13:00:13+00:00,,13,128.39,5.3,11223,172,5,87.41,,15:09,https://www.youtube.com/watch?v=9Uf6IJWe7hc,1.58,1.53,0.04,13.77,1.38
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,Brec5YyDhTs,Sonic Has a Crush on FAT Amy Rose!!,2025-07-08T13:00:24+00:00,,13,392.39,16.3,20074,364,6,51.16,,8:07,https://www.youtube.com/watch?v=Brec5YyDhTs,1.84,1.81,0.03,2.95,0.94
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,EvMC3_AitQU,Amy Rose X Metal Sonic!?🤯,2025-06-30T12:30:30+00:00,,12,584.88,24.4,4038,132,9,6.9,,8:08,https://www.youtube.com/watch?v=EvMC3_AitQU,3.49,3.27,0.22,0.27,0.24
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,EwVLhz0SP3E,Dark Super Sonic Vs Sonic EXE The Race!!,2025-06-27T14:46:23+00:00,,14,654.62,27.3,16848,423,6,25.74,,10:25,https://www.youtube.com/watch?v=EwVLhz0SP3E,2.55,2.51,0.04,0.91,0.66
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,GPw1aO25fWk,"Sonic and Shadow Vs 9,918,125 Feet Fall!",2025-07-07T13:00:28+00:00,,13,416.38,17.3,26370,511,5,63.33,,8:42,https://www.youtube.com/watch?v=GPw1aO25fWk,1.96,1.94,0.02,3.45,1.24
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,Hq9V0AIlY1U,Shin Sonic VS Sprunki!!,2025-06-25T13:00:35+00:00,,13,704.38,29.3,5540,133,5,7.87,,8:02,https://www.youtube.com/watch?v=Hq9V0AIlY1U,2.49,2.4,0.09,0.26,0.2
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,HvbHinNCc0A,Super Sonic Vs Super Pacman!!,2025-07-21T13:11:45+00:00,,13,80.2,3.3,3050,73,13,38.03,,8:02,https://www.youtube.com/watch?v=HvbHinNCc0A,2.82,2.39,0.43,8.76,1.07
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,JLfzONH8qyI,Sonic and Shadow Vs Giant Shredder!!,2025-06-21T11:00:38+00:00,,11,802.38,33.4,85583,1483,12,106.66,,9:27,https://www.youtube.com/watch?v=JLfzONH8qyI,1.75,1.73,0.01,3.1,1.86
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,L-jQO6mUlvU,REACTING To Sonic in First Person!!,2025-07-07T19:13:25+00:00,,19,410.17,17.1,9246,339,27,22.54,,8:02,https://www.youtube.com/watch?v=L-jQO6mUlvU,3.96,3.67,0.29,1.25,0.89
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,M3OPiJjJ1-M,INSANE Sonic and Shadow LEGO Mech Suits!!,2025-07-20T13:00:38+00:00,,13,104.38,4.3,4869,168,4,46.65,,8:03,https://www.youtube.com/watch?v=M3OPiJjJ1-M,3.53,3.45,0.08,8.72,1.65
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,NWCHt0jCGCM,Hyper Sonic VS Ultra Instinct Goku!!,2025-06-28T11:30:17+00:00,,11,633.89,26.4,7720,252,6,12.18,,8:34,https://www.youtube.com/watch?v=NWCHt0jCGCM,3.34,3.26,0.08,0.44,0.41
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,Oe_TfY7GtiI,Sonic In Real Life!!,2025-07-10T19:00:24+00:00,,19,338.39,14.1,7397,262,6,21.86,,14:16,https://www.youtube.com/watch?v=Oe_TfY7GtiI,3.62,3.54,0.08,1.45,0.79
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,QRsjivVDIXs,Baby Sonic Gets Sick at School!,2025-07-06T13:00:58+00:00,,13,440.38,18.3,221628,2888,27,503.27,,10:22,https://www.youtube.com/watch?v=QRsjivVDIXs,1.32,1.3,0.01,26.01,6.62
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,Qq4TGFTyJlw,Fake VS REAL Sonic!!,2025-07-13T13:00:49+00:00,,13,272.38,11.3,30391,576,5,111.58,,11:34,https://www.youtube.com/watch?v=Qq4TGFTyJlw,1.91,1.9,0.02,9.04,2.13
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,R6VS6xH2rDM,The Funniest Sonic and Shadow Videos On The Internet!!,2025-07-24T13:00:50+00:00,,13,8.38,0.3,1640,54,2,195.74,,8:10,https://www.youtube.com/watch?v=R6VS6xH2rDM,3.41,3.29,0.12,145.08,6.68
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,S70RmJeQQ8Q,REACTING To If Sonic.EXE Was Actually Human!,2025-07-17T13:00:51+00:00,,13,176.38,7.3,42429,876,18,240.56,,8:21,https://www.youtube.com/watch?v=S70RmJeQQ8Q,2.11,2.06,0.04,28.81,5.07
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,SBZgodX_2xU,Sonic and Shadow VS BIG and Tiny Earths!!,2025-07-05T13:00:52+00:00,,13,464.38,19.3,8071,183,5,17.38,,8:22,https://www.youtube.com/watch?v=SBZgodX_2xU,2.33,2.27,0.06,0.85,0.4
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,SKJpIJWZdDE,Shadow Slaps Italian Brainrot Tung Tung Tung Sahur To The Moon!,2025-06-01T21:08:12+00:00,,21,1272.26,53.0,10720,589,10,8.43,,0:23,https://www.youtube.com/watch?v=SKJpIJWZdDE,5.59,5.49,0.09,0.16,0.47
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,WC9C4uqgnak,Hyper Sonic Vs Dark Shadow!!,2025-06-19T12:53:07+00:00,,12,848.51,35.4,80908,1939,28,95.35,,9:10,https://www.youtube.com/watch?v=WC9C4uqgnak,2.43,2.4,0.03,2.62,2.32
2025-07-24T14:23:33.383662,2025-07-24,14:23:33,14,,WzJdcB1xw7Y,Sonic Prime Stunts In REAL Life!!,2025-07-16T13:01:04+00:00,,13,200.37,8.3,4282,151,8,21.37,,8:46,https://www.youtube.com/watch?v=WzJdcB1xw7Y,3.71,3.53,0.19,2.29,0.79
